,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
533,MA2311,LECTURE SL1,30,0,0,0,0,SCIENCE,"NUS Students [P, G]"
534,MA3110,LECTURE SL1,64,0,0,0,0,SCIENCE,"NUS Students [P, G]"
535,MA3111,LECTURE SL1,88,0,0,0,0,SCIENCE,"NUS Students [P, G]"
536,MA3205,LECTURE SL1,17,2,1,1,222,SCIENCE,"NUS Students [P, G]"
537,MA3209,LECTURE SL1,33,0,0,0,0,SCIENCE,"NUS Students [P, G]"
538,MA3218,LECTURE SL1,26,1,100,1,100,SCIENCE,"NUS Students [P, G]"
539,MA3220,LECTURE SL1,34,2,1,1,144,SCIENCE,"NUS Students [P, G]"
540,MA3236,LECTURE SL1,122,1,11,1,11,SCIENCE,"NUS Students [P, G]"
541,MA3248,LECTURE SL1,14,0,0,0,0,SCIENCE,"NUS Students [P, G]"
542,MA3249,LECTURE SL1,35,2,1,1,2,SCIENCE,"NUS Students [P, G]"
543,MA4203,LECTURE SL1,35,0,0,0,0,SCIENCE,"NUS Students [P, G]"
544,MA4229,LECTURE SL1,36,0,0,0,0,SCIENCE,"NUS Students [P, G]"
545,MA4230,LECTURE SL1,25,0,0,0,0,SCIENCE,"NUS Students [P, G]"
546,MA4247,LECTURE SL1,22,1,1,1,1,SCIENCE,"NUS Students [P, G]"
547,MA4252,LECTURE SL1,20,0,0,0,0,SCIENCE,"NUS Students [P, G]"
548,MA4257,LECTURE SL1,39,1,4223,1,4223,SCIENCE,"NUS Students [P, G]"
549,MA4260,LECTURE SL1,48,1,1,1,1,SCIENCE,"NUS Students [P, G]"
550,MA4261,LECTURE SL1,41,1,1,1,1,SCIENCE,"NUS Students [P, G]"
551,MA4262,LECTURE SL1,33,0,0,0,0,SCIENCE,"NUS Students [P, G]"
552,MA5203,LECTURE SL1,8,0,0,0,0,SCIENCE,NUS Students [P]
553,MA5205,LECTURE SL1,8,0,0,0,0,SCIENCE,NUS Students [P]
554,MA5209,LECTURE SL1,9,0,0,0,0,SCIENCE,NUS Students [P]
555,MA5219,LECTURE SL1,8,1,100,1,100,SCIENCE,NUS Students [P]
556,MA5233,LECTURE SL1,10,0,0,0,0,SCIENCE,NUS Students [P]
557,MA5243,LECTURE SL1,9,0,0,0,0,SCIENCE,NUS Students [P]
558,MA5248,LECTURE SL1,9,0,0,0,0,SCIENCE,NUS Students [P]
559,ME2103,LECTURE 1,60,0,0,0,0,ENGINEERING,"NUS Students [P, G]"
560,ME2113,LECTURE 1,59,0,0,0,0,ENGINEERING,"NUS Students [P, G]"
561,ME2121,LECTURE 1,13,0,0,0,0,ENGINEERING,NUS Students [P]
562,ME2121E,LECTURE 1,126,1,1,1,1,ENGINEERING,NUS Students [P]
563,ME2134,LECTURE 1,32,1,1,1,1,ENGINEERING,"NUS Students [P, G]"
564,ME2143,LECTURE 1,49,3,1,1,1,ENGINEERING,NUS Students [P]
565,ME2151,LECTURE 1,59,3,1,1,1,ENGINEERING,"NUS Students [P, G]"
566,ME2151E,LECTURE 1,260,7,1,1,400,ENGINEERING,NUS Students [P]
567,ME3101,LECTURE 1,46,0,0,0,0,ENGINEERING,NUS Students [P]
568,ME3112,LECTURE 1,45,0,0,0,0,ENGINEERING,NUS Students [P]
569,ME3122,LECTURE 1,54,0,0,0,0,ENGINEERING,NUS Students [P]
570,ME3162,LECTURE 1,27,0,0,0,0,ENGINEERING,NUS Students [P]
571,ME3211,LECTURE 1,66,1,1,1,1,ENGINEERING,NUS Students [P]
572,ME3242,LECTURE 1,201,0,0,0,0,ENGINEERING,NUS Students [P]
573,ME3261,LECTURE 1,42,1,1,1,1,ENGINEERING,NUS Students [P]
574,ME3263,LECTURE 1,125,1,100,1,100,ENGINEERING,NUS Students [P]
575,ME4101A,LECTURE 1,84,0,0,0,0,ENGINEERING,NUS Students [P]
576,ME4211,LECTURE 1,37,0,0,0,0,ENGINEERING,NUS Students [P]
577,ME4223,LECTURE 1,36,1,1,1,1,ENGINEERING,NUS Students [P]
578,ME4226,LECTURE 1,51,0,0,0,0,ENGINEERING,NUS Students [P]
579,ME4233,LECTURE 1,25,0,0,0,0,ENGINEERING,NUS Students [P]
580,ME4234,LECTURE 1,13,0,0,0,0,ENGINEERING,NUS Students [P]
581,ME4245,LECTURE 1,77,0,0,0,0,ENGINEERING,NUS Students [P]
582,ME4251,LECTURE 1,49,1,100,1,100,ENGINEERING,NUS Students [P]
583,ME4254,LECTURE 1,7,0,0,0,0,ENGINEERING,NUS Students [P]
584,ME4283,LECTURE 1,54,0,0,0,0,ENGINEERING,NUS Students [P]
585,ME4293,LECTURE 1,28,0,0,0,0,ENGINEERING,NUS Students [P]
586,MKT1003,LECTURE C3,2,3,400,1400,2950,SCHOOL OF BUSINESS,"NUS Students [P, G]"
587,MKT2401,SECTIONAL TEACHING A2,1,2,1,900,900,SCHOOL OF BUSINESS,"NUS Students [P, G]"
588,MKT2401,SECTIONAL TEACHING A3,1,3,419,993,993,SCHOOL OF BUSINESS,"NUS Students [P, G]"
589,MKT2411,SECTIONAL TEACHING B1,2,3,335,1157,1200,SCHOOL OF BUSINESS,"NUS Students [P, G]"
590,MKT2412,SECTIONAL TEACHING C1,1,1,1501,1,1501,SCHOOL OF BUSINESS,"NUS Students [P, G]"
591,MKT2413,SECTIONAL TEACHING D2,8,3,50,1,2999,SCHOOL OF BUSINESS,"NUS Students [P, G]"
592,MKT2413,SECTIONAL TEACHING D3,24,4,1,1,425,SCHOOL OF BUSINESS,"NUS Students [P, G]"
593,MKT3402,SECTIONAL TEACHING E3,1,4,225,700,700,SCHOOL OF BUSINESS,"NUS Students [P, G]"
594,MKT3412,SECTIONAL TEACHING F1,1,2,500,666,666,SCHOOL OF BUSINESS,"NUS Students [P, G]"
595,MKT4412,SECTIONAL TEACHING K1,13,2,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
596,ML4103,LECTURE SL1,7,0,0,0,0,SCIENCE,NUS Students [P]
597,ML4111,LECTURE SL1,6,0,0,0,0,SCIENCE,NUS Students [P]
598,ML4223,LECTURE SL1,8,0,0,0,0,SCIENCE,NUS Students [P]
599,ML4233,LECTURE SL1,7,0,0,0,0,SCIENCE,NUS Students [P]
600,MLE1101,LECTURE 1,4,0,0,0,0,ENGINEERING,NUS Students [P]
601,MLE1101,LECTURE 2,45,2,1,1,1,ENGINEERING,NUS Students [P]
602,MLE2101,LECTURE 1,25,0,0,0,0,ENGINEERING,NUS Students [P]
603,MLE2102,LECTURE 1,2,0,0,0,0,ENGINEERING,NUS Students [P]
604,MLE2106,LECTURE 1,27,0,0,0,0,ENGINEERING,NUS Students [P]
605,MLE2107,LECTURE 1,29,0,0,0,0,ENGINEERING,NUS Students [P]
606,MLE3104,LECTURE 1,29,0,0,0,0,ENGINEERING,NUS Students [P]
607,MNO1001,LECTURE A1,1,4,297,2200,2200,SCHOOL OF BUSINESS,"NUS Students [P, G]"
608,MNO1001,LECTURE A2,4,13,1,953,1601,SCHOOL OF BUSINESS,"NUS Students [P, G]"
609,MNO1001,LECTURE A3,1,4,100,962,962,SCHOOL OF BUSINESS,"NUS Students [P, G]"
610,MNO3303,SECTIONAL TEACHING D3,1,2,53,427,427,SCHOOL OF BUSINESS,"NUS Students [P, G]"
611,MNO3313A,SECTIONAL TEACHING E1,18,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
612,MNO3313F,SECTIONAL TEACHING G1,18,2,1,1,501,SCHOOL OF BUSINESS,"NUS Students [P, G]"
613,MNO4312,SECTIONAL TEACHING H1,21,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
614,MNO4313C,SECTIONAL TEACHING J1,3,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
615,MNO4313E,SECTIONAL TEACHING K1,3,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
616,MNO4313E,SECTIONAL TEACHING K2,13,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
617,MS1101E,LECTURE 1,1,6,9,1000,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
618,MS3209,LECTURE 1,55,3,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
619,MS3210,LECTURE 1,23,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
620,MS3211,LECTURE 1,22,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
621,MS4880A,LECTURE 1,6,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
622,MS4880C,LECTURE 1,6,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
623,MUA1105,SECTIONAL TEACHING 1,9,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
624,MUA1105,SECTIONAL TEACHING 2,7,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
625,MUA2111,SECTIONAL TEACHING 1,3,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
626,MUA2113,SECTIONAL TEACHING 1,3,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
627,MUA3105,SECTIONAL TEACHING 2,6,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
628,MUA3111,SECTIONAL TEACHING 1,3,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
629,MUA3113,SECTIONAL TEACHING 1,3,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
630,MUA3205,SECTIONAL TEACHING 1,3,1,1000,1,1000,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
631,MUA3209,SECTIONAL TEACHING 1,13,2,1,1,34,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
632,MUA3210,SECTIONAL TEACHING 1,16,3,100,1,400,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
633,MUA3212,LECTURE 1,8,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
634,MUA3214,SECTIONAL TEACHING 1,6,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
635,MUA4113,SECTIONAL TEACHING 1,3,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
636,MUA4203,SECTIONAL TEACHING 1,13,1,1,1,1,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
637,MUH2115,LECTURE 1,12,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
638,MUH3115,SECTIONAL TEACHING 1,4,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
639,MUH4115,SECTIONAL TEACHING 1,1,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
640,MUH4115,SECTIONAL TEACHING 2,7,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
641,MUL2101,SECTIONAL TEACHING 1,2,1,10,1,10,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
642,MUL2101,SECTIONAL TEACHING 3,1,1,400,1,400,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
643,MUL3201,SECTIONAL TEACHING 1,6,1,10,1,10,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
644,MUL3201,SECTIONAL TEACHING 3,8,2,200,1,4000,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
645,MUT2119,SECTIONAL TEACHING 2,5,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
646,MUT2119,SECTIONAL TEACHING 3,1,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
647,MUT2125,SECTIONAL TEACHING 1,4,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
648,MUT2125,SECTIONAL TEACHING 2,1,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
649,MUT2125,SECTIONAL TEACHING 3,2,1,1,1,1,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
650,MUT3111,SECTIONAL TEACHING 1,4,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
651,MUT3111,SECTIONAL TEACHING 2,11,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
652,MUT4201,SECTIONAL TEACHING 1,13,0,0,0,0,YONG SIEW TOH CONSERVATORY OF MUSIC,NUS Students [P]
653,NM2201,LECTURE 1,1,3,615,1001,1001,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
654,NM2210,LECTURE 1,29,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P]
655,NM2217,LECTURE 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
656,NM2219,LECTURE 1,1,5,246,583,583,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
657,NM3210,LECTURE 1,1,3,303,620,620,ARTS & SOCIAL SCIENCES,NUS Students [P]
658,NM3216,LECTURE 1,1,5,151,909,909,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
659,NM3217,LECTURE 1,49,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
660,NM3220,LECTURE 1,15,2,1,1,10,ARTS & SOCIAL SCIENCES,NUS Students [P]
661,NM3223,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
662,NM4880C,SECTIONAL TEACHING 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
663,NM5206,SECTIONAL TEACHING 1,21,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
664,NM5207,SECTIONAL TEACHING 1,17,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
665,NM5208,SECTIONAL TEACHING 1,45,2,1,1,100,ARTS & SOCIAL SCIENCES,NUS Students [P]
666,PC1141,LECTURE SL1,90,4,1,1,100,SCIENCE,"NUS Students [P, G]"
667,PC1142,LECTURE SL1,132,1,6,1,6,SCIENCE,"NUS Students [P, G]"
668,PC1221,LECTURE SL1,68,0,0,0,0,SCIENCE,"NUS Students [P, G]"
669,PC1222,LECTURE SL1,24,0,0,0,0,SCIENCE,"NUS Students [P, G]"
670,PC1322,LECTURE SL1,1,4,400,1800,1800,SCIENCE,"NUS Students [P, G]"
671,PC1327,LECTURE SL1,1,8,1,1945,1945,SCIENCE,"NUS Students [P, G]"
672,PC1431,LECTURE 1,1,1,747,1,747,SCIENCE,"NUS Students [P, G]"
673,PC1431,LECTURE 2,74,10,2,1,595,SCIENCE,"NUS Students [P, G]"
674,PC1431,LECTURE 3,14,2,2,1,15,SCIENCE,"NUS Students [P, G]"
675,PC1432,LECTURE 1,102,1,5,1,5,SCIENCE,"NUS Students [P, G]"
676,PC2130,LECTURE SL1,17,1,100,1,100,SCIENCE,"NUS Students [P, G]"
677,PC2131,LECTURE SL1,32,0,0,0,0,SCIENCE,"NUS Students [P, G]"
678,PC2193,LECTURE SL1,44,1,1,1,1,SCIENCE,"NUS Students [P, G]"
679,PC2231,LECTURE SL1,75,0,0,0,0,SCIENCE,"NUS Students [P, G]"
680,PC2267,LECTURE SL1,114,0,0,0,0,SCIENCE,"NUS Students [P, G]"
681,PC3193,LECTURE SL1,55,0,0,0,0,SCIENCE,"NUS Students [P, G]"
682,PC3231,LECTURE SL1,40,0,0,0,0,SCIENCE,"NUS Students [P, G]"
683,PC3233,LECTURE SL1,32,0,0,0,0,SCIENCE,"NUS Students [P, G]"
684,PC3235,LECTURE SL1,24,2,1,1,1000,SCIENCE,"NUS Students [P, G]"
685,PC3242,LECTURE SL1,22,0,0,0,0,SCIENCE,"NUS Students [P, G]"
686,PC3274,LECTURE SL1,2,0,0,0,0,SCIENCE,"NUS Students [P, G]"
687,PC4130,LECTURE SL1,17,1,1,1,1,SCIENCE,"NUS Students [P, G]"
688,PC4241,LECTURE SL1,39,1,1,1,1,SCIENCE,"NUS Students [P, G]"
689,PC4244,LECTURE SL1,38,0,0,0,0,SCIENCE,"NUS Students [P, G]"
690,PC4246,LECTURE SL1,39,0,0,0,0,SCIENCE,"NUS Students [P, G]"
691,PC4248,LECTURE SL1,43,0,0,0,0,SCIENCE,"NUS Students [P, G]"
692,PC4250,LECTURE SL1,30,0,0,0,0,SCIENCE,"NUS Students [P, G]"
693,PC4259,LECTURE SL1,41,0,0,0,0,SCIENCE,"NUS Students [P, G]"
694,PC4267,LECTURE SL1,43,0,0,0,0,SCIENCE,"NUS Students [P, G]"
695,PF1101,LECTURE 1,35,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
696,PF1102,LECTURE 2,51,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
697,PF2101,LECTURE 1,3,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
698,PF2102,LECTURE 1,19,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
699,PF2301,LECTURE 1,14,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
700,PF3101,LECTURE 1,40,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
701,PH1101E,LECTURE 1,3,8,250,500,800,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
702,PH2211,LECTURE 1,1,3,250,1271,1271,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
703,PH3209,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
704,PH3212,LECTURE 1,4,2,1,1,400,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
705,PH3214,LECTURE 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
706,PH4203,SEMINAR-STYLE MODULE CLASS 1,16,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
707,PH4205,SEMINAR-STYLE MODULE CLASS 1,6,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
708,PH4211,SEMINAR-STYLE MODULE CLASS 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
709,PL2132,LECTURE 1,9,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
710,PL3233,LECTURE 1,7,2,36,1,693,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
711,PL3244,LECTURE 1,25,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
712,PL3248,LECTURE 1,36,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
713,PL3252,LECTURE 1,43,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
714,PL3281C,LECTURE 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
715,PL4202,SEMINAR-STYLE MODULE CLASS 1,11,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
716,PL4206,SEMINAR-STYLE MODULE CLASS 1,10,1,1000,1,1000,ARTS & SOCIAL SCIENCES,NUS Students [P]
717,PL4221,SEMINAR-STYLE MODULE CLASS 1,8,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P]
718,PL4223,SEMINAR-STYLE MODULE CLASS 1,2,1,200,1,200,ARTS & SOCIAL SCIENCES,NUS Students [P]
719,PL5221,SEMINAR-STYLE MODULE CLASS 1,16,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
720,PL5223,SEMINAR-STYLE MODULE CLASS 1,9,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P]
721,PR1301,LECTURE SL1,2,3,864,900,1011,SCIENCE,"NUS Students [P, G]"
722,PR4202,LECTURE SL1,70,0,0,0,0,SCIENCE,NUS Students [P]
723,PR4203,LECTURE SL1,37,0,0,0,0,SCIENCE,NUS Students [P]
724,PR4205,LECTURE SL1,22,0,0,0,0,SCIENCE,NUS Students [P]
725,PR4207,LECTURE SL1,36,0,0,0,0,SCIENCE,NUS Students [P]
726,PS1101E,LECTURE 1,4,11,1,599,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
727,PS2102,LECTURE 1,38,2,1,1,2,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
728,PS2231,LECTURE 1,3,2,1,1,5,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
729,PS2235,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
730,PS2237,LECTURE 1,36,6,1,1,1051,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
731,PS2240,LECTURE 1,6,2,150,1,380,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
732,PS2242,LECTURE 1,20,5,1,1,350,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
733,PS2248,LECTURE 1,19,6,1,1,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
734,PS2249,LECTURE 1,2,2,4,1,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
735,PS3236,LECTURE 1,11,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
736,PS3238,LECTURE 1,4,4,1,1,155,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
737,PS3241,LECTURE 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
738,PS3242,LECTURE 1,12,2,1,1,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
739,PS4202,SECTIONAL TEACHING 1,1,2,5,333,333,ARTS & SOCIAL SCIENCES,NUS Students [P]
740,PS4217A,SECTIONAL TEACHING 1,21,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
741,RE1801,LECTURE 1,16,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
742,RE1802,LECTURE 1,3,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
743,RE2801,LECTURE 1,48,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
744,RE2802,LECTURE 1,55,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
745,RE2902,LECTURE 1,20,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
746,RE2902,SECTIONAL TEACHING 2,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
747,RE3190,LECTURE 1,53,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
748,RE3280,LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
749,RE3281,LECTURE 1,3,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
750,RE3290,SECTIONAL TEACHING 2,6,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
751,RE3381,LECTURE 1,7,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
752,RE3481,LECTURE 1,25,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
753,RE4180,LECTURE 1,17,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
754,RE4291,LECTURE 1,58,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
755,RE4292,SECTIONAL TEACHING 1,14,2,10,1,500,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
756,RE4390,LECTURE 1,54,1,500,1,500,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
757,SC1101E,LECTURE 2,7,17,249,600,2223,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
758,SC2101,LECTURE 1,11,5,1,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
759,SC2209,LECTURE 1,3,6,170,403,800,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
760,SC2210,LECTURE 1,1,1,300,1,300,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
761,SC2214,LECTURE 1,4,5,230,249,789,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
762,SC3101,LECTURE 1,49,4,1,1,350,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
763,SC3203,LECTURE 1,6,2,100,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
764,SC3204,LECTURE 1,4,1,100,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
765,SC3208,LECTURE 1,6,3,10,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
766,SC3209,LECTURE 1,9,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
767,SC3211,LECTURE 1,44,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
768,SC3218,LECTURE 1,43,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
769,SC3220,LECTURE 1,45,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
770,SC4204,SEMINAR-STYLE MODULE CLASS 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
771,SC4208A,SEMINAR-STYLE MODULE CLASS 1,17,1,100,1,100,ARTS & SOCIAL SCIENCES,NUS Students [P]
772,SC4209,SEMINAR-STYLE MODULE CLASS 1,5,2,1,1,636,ARTS & SOCIAL SCIENCES,NUS Students [P]
773,SC4215D,SEMINAR-STYLE MODULE CLASS 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
774,SC5208,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
775,SC5880,SEMINAR-STYLE MODULE CLASS 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
776,SE1101E,LECTURE 1,1,5,100,1500,1500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
777,SE2211,LECTURE 1,11,3,1,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
778,SE2214,LECTURE 1,17,3,1,1,200,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
779,SE2218,LECTURE 1,1,4,101,548,548,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
780,SE2219,LECTURE 1,22,7,1,1,1200,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
781,SE3212,LECTURE 1,44,3,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
782,SE3213,LECTURE 1,40,1,100,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
783,SE3214,LECTURE 1,41,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
784,SE3220,LECTURE 1,44,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
785,SE4101,SEMINAR-STYLE MODULE CLASS 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
786,SE4217,SEMINAR-STYLE MODULE CLASS 1,9,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
787,SE5229,SEMINAR-STYLE MODULE CLASS 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
